event_name,referee,winner,num_rounds,title_fight,weight_class,gender,result,result_details,finish_round,finish_time,fight_url,event_date,event_city,event_state,event_country,event_url,f_1_name,f_2_name,f_1_url,f_2_url,f_1_fighter_f_name,f_1_fighter_l_name,f_1_fighter_nickname,f_1_fighter_height_cm,f_1_fighter_weight_lbs,f_1_fighter_reach_cm,f_1_fighter_stance,f_1_fighter_dob,f_1_fighter_w,f_1_fighter_l,f_1_fighter_d,f_1_fighter_nc_dq,f_1_fighter_SlpM,f_1_fighter_Str_Acc,f_1_fighter_SApM,f_1_fighter_Str_Def,f_1_fighter_TD_Avg,f_1_fighter_TD_Acc,f_1_fighter_TD_Def,f_1_fighter_Sub_Avg,f_1_fighter_url,f_2_fighter_f_name,f_2_fighter_l_name,f_2_fighter_nickname,f_2_fighter_height_cm,f_2_fighter_weight_lbs,f_2_fighter_reach_cm,f_2_fighter_stance,f_2_fighter_dob,f_2_fighter_w,f_2_fighter_l,f_2_fighter_d,f_2_fighter_nc_dq,f_2_fighter_SlpM,f_2_fighter_Str_Acc,f_2_fighter_SApM,f_2_fighter_Str_Def,f_2_fighter_TD_Avg,f_2_fighter_TD_Acc,f_2_fighter_TD_Def,f_2_fighter_Sub_Avg,f_2_fighter_url,f_1_ranking,f_2_ranking
UFC Fight Night: Hernandez vs. Rodrigues,Mike Beltran,Vitor Petrino,3.0,False,Heavyweight,M,Decision - Unanimous,Derek Cleary 27 - 30. Ron McCarthy 27 - 30. Chris Crail 27 - 30.,3,5:00,http://ufcstats.com/fight-details/a57ccf31c5f6f82b,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Vitor Petrino,Serghei Spivac,http://ufcstats.com/fighter-details/71171fc96445bf65,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,Vitor,Petrino,,187.96,246.0,195.58,Orthodox,1997-08-28,15,2,0,,3.24,0.48,2.71,0.51,2.6,0.46,0.79,0.7,http://ufcstats.com/fighter-details/71171fc96445bf65,Serghei,Spivac,Polar Bear,190.5,257.0,198.12,Orthodox,1995-01-24,18,7,0,,3.57,0.47,4.23,0.52,3.82,0.59,0.63,0.5,http://ufcstats.com/fighter-details/e2f6b2769aaedd6c,11.0,6.0
UFC Fight Night: Hernandez vs. Rodrigues,Frank Trigg,Reinier de Ridder,3.0,False,Light Heavyweight,M,KO/TKO,Punches to Head From Back Control,1,4:01,http://ufcstats.com/fight-details/0eba299c9b6760fa,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Reinier de Ridder,Roman Dolidze,http://ufcstats.com/fighter-details/d549cefc7c54ab78,http://ufcstats.com/fighter-details/327d5f279895110d,Reinier,de Ridder,RdR,193.04,185.0,198.12,Southpaw,1990-09-07,22,4,0,,2.47,0.48,2.36,0.46,2.56,0.29,0.4,0.6,http://ufcstats.com/fighter-details/d549cefc7c54ab78,Roman,Dolidze,,187.96,185.0,193.04,Orthodox,1988-07-15,15,6,0,,3.19,0.41,3.71,0.48,1.16,0.43,0.32,0.7,http://ufcstats.com/fighter-details/327d5f279895110d,9.0,15.0
UFC Fight Night: Hernandez vs. Rodrigues,Jason Herzog,MarQuel Mederos,3.0,False,Lightweight,M,KO/TKO,Punches to Head At Distance,2,2:07,http://ufcstats.com/fight-details/bf70d01518c80fba,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,MarQuel Mederos,Mason Jones,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,MarQuel,Mederos,,177.8,155.0,175.26,Orthodox,1996-11-30,12,1,1,,5.46,0.58,4.58,0.52,0.23,0.08,0.82,0.0,http://ufcstats.com/fighter-details/e2be0c1a9b886d92,Mason,Jones,The Dragon,177.8,155.0,187.96,Orthodox,1995-04-26,18,3,0,1.0,5.98,0.42,4.45,0.5,3.48,0.55,0.73,0.2,http://ufcstats.com/fighter-details/f6ad6a1e4d600e0d,,
UFC Fight Night: Hernandez vs. Rodrigues,David Shurley,Carli Judice,3.0,False,Women's Flyweight,F,KO/TKO,Kick to Body At Distance,1,1:39,http://ufcstats.com/fight-details/a4b3becc0cc394d7,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Carli Judice,Jeisla Chaves,http://ufcstats.com/fighter-details/f1ab6f37492c630a,http://ufcstats.com/fighter-details/8061a3136026a673,Carli,Judice,Crispy,170.18,115.0,172.72,Southpaw,1999-03-02,7,2,0,,9.32,0.5,6.62,0.57,0.52,0.25,0.8,0.0,http://ufcstats.com/fighter-details/f1ab6f37492c630a,Jeisla,Chaves,A Braba,167.64,115.0,172.72,Orthodox,1997-02-02,8,1,0,,4.97,0.56,4.2,0.53,1.5,0.37,0.62,0.5,http://ufcstats.com/fighter-details/8061a3136026a673,,
UFC Fight Night: Hernandez vs. Rodrigues,Herb Dean,Anthony Wint,3.0,False,Heavyweight,M,Submission,Arm Triangle From Side Control,1,4:29,http://ufcstats.com/fight-details/a6873fd459587d17,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Anthony Wint,Terrance Chatman,http://ufcstats.com/fighter-details/b34976c022b24568,http://ufcstats.com/fighter-details/23a81656507b56a3,Anthony,Wint,Bow Down,180.34,231.0,198.12,Orthodox,1995-09-14,8,0,0,,22.94,0.72,0.0,1.0,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/b34976c022b24568,Terrance,Chatman,The Answer,182.88,265.0,193.04,Orthodox,1997-05-05,5,2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/23a81656507b56a3,,
UFC Fight Night: Hernandez vs. Rodrigues,Jason Herzog,Jamall Emmers,3.0,False,Featherweight,M,KO/TKO,Punch to Head At Distance,1,3:38,http://ufcstats.com/fight-details/2bbacf9ed3c64184,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Jamall Emmers,Lerryan Douglas,http://ufcstats.com/fighter-details/e00a3dee329a51f7,http://ufcstats.com/fighter-details/640a0f838f057a81,Jamall,Emmers,Pretty Boy,177.8,145.0,187.96,Orthodox,1989-07-24,23,8,0,,5.1,0.49,3.92,0.57,2.59,0.53,0.81,0.3,http://ufcstats.com/fighter-details/e00a3dee329a51f7,Lerryan,Douglas,Gunslinger,175.26,145.0,182.88,Orthodox,1995-04-27,14,6,0,,8.67,0.64,4.82,0.63,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/640a0f838f057a81,,
UFC Fight Night: Hernandez vs. Rodrigues,Mike Beltran,Shamil Gaziev,3.0,False,Heavyweight,M,KO/TKO,Punch to Head At Distance,1,1:20,http://ufcstats.com/fight-details/5d2c1c4dd444772f,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Shamil Gaziev,Kennedy Nzechukwu,http://ufcstats.com/fighter-details/6747ccd6d1acd266,http://ufcstats.com/fighter-details/8667caa0451d245b,Shamil,Gaziev,,193.04,265.0,198.12,Orthodox,1990-02-10,15,3,0,,2.94,0.46,4.92,0.45,1.06,0.33,0.83,0.3,http://ufcstats.com/fighter-details/6747ccd6d1acd266,Kennedy,Nzechukwu,Chosen,195.58,244.0,210.82,Southpaw,1992-06-13,14,7,1,,4.96,0.46,4.58,0.51,0.5,0.45,0.8,0.2,http://ufcstats.com/fighter-details/8667caa0451d245b,,
UFC Fight Night: Hernandez vs. Rodrigues,Frank Trigg,Chris Padilla,3.0,False,Lightweight,M,Submission,Arm Triangle Standing,3,4:59,http://ufcstats.com/fight-details/bbd05484f8c8d739,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Chris Padilla,Nasrat Haqparast,http://ufcstats.com/fighter-details/06626b6287e1ae1e,http://ufcstats.com/fighter-details/b7b84ccd221be298,Chris,Padilla,Taco,175.26,155.0,187.96,Orthodox,1995-09-14,18,6,1,,6.19,0.54,4.88,0.49,1.13,0.28,0.8,0.3,http://ufcstats.com/fighter-details/06626b6287e1ae1e,Nasrat,Haqparast,,177.8,155.0,182.88,Southpaw,1995-08-22,18,7,0,,6.36,0.45,6.0,0.63,0.34,0.2,0.86,0.0,http://ufcstats.com/fighter-details/b7b84ccd221be298,,
UFC Fight Night: Hernandez vs. Rodrigues,Jason Herzog,Marcio Barbosa,3.0,False,Featherweight,M,KO/TKO,Punch to Head At Distance,1,2:47,http://ufcstats.com/fight-details/7e86f774f19e5e59,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Marcio Barbosa,Ryan Kuse,http://ufcstats.com/fighter-details/c85bad793cd14e28,http://ufcstats.com/fighter-details/d958ed9e5a08c849,Marcio,Barbosa,Ticoto,167.64,145.0,177.8,Orthodox,1998-05-22,19,2,0,,7.01,0.47,6.65,0.52,0.0,0.0,1.0,0.0,http://ufcstats.com/fighter-details/c85bad793cd14e28,Ryan,Kuse,3rd Street Savage,172.72,145.0,180.34,Orthodox,1994-06-24,9,3,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/d958ed9e5a08c849,,
UFC Fight Night: Hernandez vs. Rodrigues,Mike Beltran,Stan Dorsainvil,3.0,False,Lightweight,M,Decision - Unanimous,Daniel Mobley 28 - 29. Ron McCarthy 28 - 29. Brian Tyler 28 - 29.,3,5:00,http://ufcstats.com/fight-details/116dc88b63113f61,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Stan Dorsainvil,Gauge Young,http://ufcstats.com/fighter-details/5be51426ff3c1929,http://ufcstats.com/fighter-details/b2a78df161bd67f9,Stan,Dorsainvil,The Drill,175.26,155.0,193.04,Orthodox,2000-05-12,6,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://ufcstats.com/fighter-details/5be51426ff3c1929,Gauge,Young,Gee Money,175.26,155.0,177.8,Orthodox,2000-07-14,11,4,0,,6.32,0.52,5.12,0.49,0.75,0.3,0.76,0.0,http://ufcstats.com/fighter-details/b2a78df161bd67f9,,
UFC Fight Night: Hernandez vs. Rodrigues,Jason Herzog,Jackson McVey,3.0,False,Middleweight,M,KO/TKO,Knee to Body At Distance,1,4:13,http://ufcstats.com/fight-details/11e4a448ce1ae5e3,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Jackson McVey,Wes Schultz,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,http://ufcstats.com/fighter-details/b4443fae47e7eb9d,Jackson,McVey,The Moose,193.04,185.0,195.58,Southpaw,1999-03-25,8,2,0,,6.51,0.69,3.37,0.23,0.0,0.0,0.0,1.2,http://ufcstats.com/fighter-details/3eeec2f53cebdf12,Wes,Schultz,Party Time,182.88,185.0,195.58,Orthodox,1996-08-09,9,4,0,,2.91,0.46,3.11,0.43,2.39,0.21,0.0,3.6,http://ufcstats.com/fighter-details/b4443fae47e7eb9d,,
UFC Fight Night: Hernandez vs. Rodrigues,David Shurley,Shanelle Dyer,3.0,False,Women's Strawweight,F,KO/TKO,Punches to Head At Distance,3,1:42,http://ufcstats.com/fight-details/97fb716bc7b8751a,2026-08-22,Sacramento,California,USA,http://ufcstats.com/event-details/a0a69dc9914ef6e1,Shanelle Dyer,Elise Reed,http://ufcstats.com/fighter-details/cfbb3edab781dfd2,http://ufcstats.com/fighter-details/ac7c765882f2c68c,Shanelle,Dyer,The Nightmare,167.64,115.0,165.1,Orthodox,2001-04-23,8,1,0,,7.71,0.46,6.72,0.51,0.7,0.08,1.0,0.0,http://ufcstats.com/fighter-details/cfbb3edab781dfd2,Elise,Reed,,160.02,115.0,160.02,Orthodox,1992-12-05,8,6,0,,3.41,0.53,3.26,0.51,0.46,0.6,0.53,0.0,http://ufcstats.com/fighter-details/ac7c765882f2c68c,,
UFC 330: Makhachev vs. Machado Garry,Herb Dean,Islam Makhachev,5.0,True,Welterweight,M,Decision - Unanimous,46 - 49. 46 - 49. 47 - 48.,5,5:00,http://ufcstats.com/fight-details/365fd759c03e93cf,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Islam Makhachev,Ian Machado Garry,http://ufcstats.com/fighter-details/275aca31f61ba28c,http://ufcstats.com/fighter-details/442c9011034ae1fd,Islam,Makhachev,,177.8,170.0,177.8,Southpaw,1991-10-27,29,1,0,,2.45,0.58,1.45,0.61,3.1,0.56,0.91,1.0,http://ufcstats.com/fighter-details/275aca31f61ba28c,Ian,Machado Garry,The Future,190.5,170.0,187.96,Orthodox,1997-11-17,17,2,0,,4.78,0.54,2.86,0.52,0.92,0.31,0.8,0.4,http://ufcstats.com/fighter-details/442c9011034ae1fd,0.0,1.0
UFC 330: Makhachev vs. Machado Garry,Keith Peterson,Mackenzie Dern,5.0,True,Women's Strawweight,F,Decision - Unanimous,Sal D'amato 46 - 49. Chris Bolinski 46 - 49. Rick Winter 47 - 48.,5,5:00,http://ufcstats.com/fight-details/4700d42c9869674a,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Mackenzie Dern,Gillian Robertson,http://ufcstats.com/fighter-details/7447e9f28508106a,http://ufcstats.com/fighter-details/38c7f72747f4f712,Mackenzie,Dern,,162.56,115.0,160.02,Orthodox,1993-03-24,17,5,0,,3.47,0.41,3.93,0.51,0.93,0.18,0.37,1.1,http://ufcstats.com/fighter-details/7447e9f28508106a,Gillian,Robertson,The Savage,165.1,115.0,160.02,Orthodox,1995-05-17,17,9,0,,2.71,0.48,2.86,0.56,2.76,0.4,0.38,0.9,http://ufcstats.com/fighter-details/38c7f72747f4f712,0.0,5.0
UFC 330: Makhachev vs. Machado Garry,Jason Herzog,Jalin Turner,3.0,False,Lightweight,M,KO/TKO,Punches to Head On Ground,1,0:39,http://ufcstats.com/fight-details/d4bd456d70965734,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Jalin Turner,Kaue Fernandes,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,http://ufcstats.com/fighter-details/ec13c393d029297d,Jalin,Turner,The Tarantula,190.5,155.0,195.58,Southpaw,1995-05-18,16,9,0,,5.79,0.48,4.54,0.41,0.75,0.55,0.75,1.1,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Kaue,Fernandes,,175.26,155.0,185.42,Orthodox,1995-03-17,11,3,0,,4.28,0.55,1.42,0.62,1.18,1.0,0.76,0.0,http://ufcstats.com/fighter-details/ec13c393d029297d,,
UFC 330: Makhachev vs. Machado Garry,Keith Peterson,Dustin Stoltzfus,3.0,False,Middleweight,M,Submission,Rear Naked Choke,2,4:25,http://ufcstats.com/fight-details/53902dcb3e213b18,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Dustin Stoltzfus,Mansur Abdul-Malik,http://ufcstats.com/fighter-details/71505842fb6455c3,http://ufcstats.com/fighter-details/841695e02c99a521,Dustin,Stoltzfus,,182.88,185.0,190.5,Orthodox,1991-11-15,17,8,0,,3.3,0.45,3.23,0.47,2.08,0.37,0.46,1.1,http://ufcstats.com/fighter-details/71505842fb6455c3,Mansur,Abdul-Malik,,187.96,185.0,203.2,Orthodox,1997-10-07,9,2,1,,3.28,0.44,4.49,0.46,1.65,0.41,0.83,0.3,http://ufcstats.com/fighter-details/841695e02c99a521,,
UFC 330: Makhachev vs. Machado Garry,Herb Dean,Esteban Ribovics,3.0,False,Lightweight,M,KO/TKO,Punches to Head At Distance,2,1:32,http://ufcstats.com/fight-details/8e482cead0c7eb15,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Esteban Ribovics,Edson Barboza,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,http://ufcstats.com/fighter-details/64a50dad704d1d49,Esteban,Ribovics,El Gringo,177.8,155.0,175.26,Orthodox,1996-04-27,16,3,0,,7.27,0.43,5.83,0.54,0.35,0.66,0.66,0.2,http://ufcstats.com/fighter-details/323d4ca260dfa0ba,Edson,Barboza,Junior,180.34,155.0,190.5,Orthodox,1986-01-21,24,15,0,,4.14,0.44,4.68,0.55,0.43,0.5,0.73,0.1,http://ufcstats.com/fighter-details/64a50dad704d1d49,,
UFC 330: Makhachev vs. Machado Garry,Keith Peterson,Chidi Njokuani,3.0,False,Welterweight,M,Decision - Unanimous,Brent Colflesh 27 - 30. Eric Colon 27 - 30. David Braslow 28 - 29.,3,5:00,http://ufcstats.com/fight-details/6e495deac1f57169,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Chidi Njokuani,Joel Alvarez,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,Chidi,Njokuani,Bang Bang,190.5,170.0,203.2,Orthodox,1988-12-31,26,12,0,1.0,5.16,0.61,3.32,0.57,0.0,0.0,0.75,0.1,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,Joel,Alvarez,El Fenomeno,190.5,170.0,195.58,Orthodox,1993-03-02,23,5,0,,4.53,0.54,3.03,0.53,0.18,0.33,0.46,1.1,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,,
UFC 330: Makhachev vs. Machado Garry,Jason Herzog,Charles Johnson,3.0,False,Catch Weight,M,Submission,"Twister From Back Control
      Scottish twister",3,1:36,http://ufcstats.com/fight-details/e7c11d1b22d50ba0,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Charles Johnson,Eduardo Chapolin,http://ufcstats.com/fighter-details/814e5233e2acf2ee,http://ufcstats.com/fighter-details/62f3039da2f92a8c,Charles,Johnson,InnerG,175.26,125.0,177.8,Switch,1991-01-10,20,9,0,,4.54,0.49,3.88,0.55,0.47,0.16,0.66,0.4,http://ufcstats.com/fighter-details/814e5233e2acf2ee,Eduardo,Chapolin,,170.18,125.0,170.18,Orthodox,1995-11-23,15,3,0,,2.47,0.4,1.6,0.64,5.0,0.83,0.75,0.0,http://ufcstats.com/fighter-details/62f3039da2f92a8c,,
UFC 330: Makhachev vs. Machado Garry,Blake Grice,Donte Johnson,3.0,False,Middleweight,M,KO/TKO,Punch to Head At Distance,1,1:38,http://ufcstats.com/fight-details/9c5da658c76da7c0,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Donte Johnson,Eric McConico,http://ufcstats.com/fighter-details/ad5cb64af10fc946,http://ufcstats.com/fighter-details/9508cc6184cb2450,Donte,Johnson,Lock Jaw,172.72,185.0,187.96,Southpaw,1999-01-25,9,0,0,,3.11,0.48,2.0,0.61,2.0,1.0,0.75,0.7,http://ufcstats.com/fighter-details/ad5cb64af10fc946,Eric,McConico,,182.88,185.0,195.58,Southpaw,1990-05-09,11,5,1,,2.92,0.46,3.05,0.45,0.64,1.0,0.68,0.0,http://ufcstats.com/fighter-details/9508cc6184cb2450,,
UFC 330: Makhachev vs. Machado Garry,Herb Dean,Tresean Gore,3.0,False,Middleweight,M,Decision - Unanimous,Brent Colflesh 27 - 30. Chris Bolinski 27 - 30. Sal D'amato 28 - 29.,3,5:00,http://ufcstats.com/fight-details/e79e4d13546d2360,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Tresean Gore,Vicente Luque,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,http://ufcstats.com/fighter-details/6d4b63c767106d3a,Tresean,Gore,Mr. Vicious,182.88,185.0,190.5,Switch,1994-06-21,8,4,0,,3.41,0.49,7.0,0.4,1.91,0.72,0.83,1.0,http://ufcstats.com/fighter-details/147e70aa6cc48cfc,Vicente,Luque,The Silent Assassin,180.34,185.0,190.5,Orthodox,1991-11-27,24,13,1,,4.8,0.5,5.24,0.51,0.89,0.48,0.59,0.7,http://ufcstats.com/fighter-details/6d4b63c767106d3a,,
UFC 330: Makhachev vs. Machado Garry,Keith Peterson,Lucas Fernando,3.0,False,Light Heavyweight,M,KO/TKO,Knee to Body At Distance,3,1:10,http://ufcstats.com/fight-details/360b13f97e7ca703,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Lucas Fernando,Rafael Tobias,http://ufcstats.com/fighter-details/3df223aeaacecf3f,http://ufcstats.com/fighter-details/d6a8edb7410223a0,Lucas,Fernando,,190.5,205.0,203.2,Orthodox,1997-01-10,14,3,0,,1.87,0.51,4.73,0.38,3.0,0.3,0.0,1.0,http://ufcstats.com/fighter-details/3df223aeaacecf3f,Rafael,Tobias,Bipolar,187.96,205.0,187.96,Orthodox,2003-03-20,14,3,0,,2.77,0.36,5.81,0.35,2.4,0.33,1.0,1.6,http://ufcstats.com/fighter-details/d6a8edb7410223a0,,
UFC 330: Makhachev vs. Machado Garry,Jason Herzog,Neil Magny,3.0,False,Welterweight,M,KO/TKO,Punches to Head On Ground,2,3:20,http://ufcstats.com/fight-details/e7077d030d5fc15f,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Neil Magny,Ramiz Brahimaj,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,http://ufcstats.com/fighter-details/3d074044a33825e7,Neil,Magny,The Haitian Sensation,190.5,170.0,203.2,Orthodox,1987-08-03,32,15,0,,3.4,0.46,2.44,0.51,2.17,0.39,0.55,0.3,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Ramiz,Brahimaj,,177.8,170.0,182.88,Orthodox,1992-11-17,13,7,0,,2.29,0.48,3.27,0.47,1.99,0.34,0.44,1.6,http://ufcstats.com/fighter-details/3d074044a33825e7,,
UFC 330: Makhachev vs. Machado Garry,Blake Grice,Jeremiah Wells,3.0,False,Welterweight,M,Submission,"Guillotine Choke In Clinch
      Ninja choke",3,1:24,http://ufcstats.com/fight-details/d5ebdf462c9b59b3,2026-08-15,Philadelphia,Pennsylvania,USA,http://ufcstats.com/event-details/b96619b3acd7d9da,Jeremiah Wells,Myktybek Orolbai,http://ufcstats.com/fighter-details/d66a46de8d705353,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Jeremiah,Wells,,175.26,170.0,187.96,Switch,1986-10-30,14,4,1,,2.35,0.46,1.28,0.48,3.06,0.46,0.5,1.3,http://ufcstats.com/fighter-details/d66a46de8d705353,Myktybek,Orolbai,,177.8,170.0,187.96,Orthodox,1998-02-10,16,3,1,,2.78,0.5,2.7,0.51,8.77,0.59,0.4,0.5,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,,
UFC Fight Night: Gamrot vs. Salkilld,Jason Herzog,Quillan Salkilld,5.0,False,Lightweight,M,Submission,Rear Naked Choke,1,4:25,http://ufcstats.com/fight-details/a10deecfb8558335,2026-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/495add4fbede0a44,Quillan Salkilld,Mateusz Gamrot,http://ufcstats.com/fighter-details/17734443a833cdf7,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Quillan,Salkilld,,182.88,155.0,190.5,Orthodox,1999-12-28,13,1,0,,5.01,0.57,3.03,0.45,7.25,0.35,0.8,0.8,http://ufcstats.com/fighter-details/17734443a833cdf7,Mateusz,Gamrot,Gamer,177.8,155.0,177.8,Southpaw,1990-12-11,26,5,0,1.0,3.21,0.51,2.81,0.6,5.22,0.38,0.83,0.2,http://ufcstats.com/fighter-details/72db2a14ffa73ece,12.0,8.0
UFC Fight Night: Gamrot vs. Salkilld,Herb Dean,Diego Ferreira,3.0,False,Lightweight,M,Decision - Unanimous,Eric Colon 27 - 30. Chris Lee 27 - 30. Ron McCarthy 27 - 30.,3,5:00,http://ufcstats.com/fight-details/d5245f5b96b8afdf,2026-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/495add4fbede0a44,Diego Ferreira,Billy Quarantillo,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/aa171d55d4b5208f,Diego,Ferreira,,175.26,155.0,187.96,Orthodox,1985-01-18,20,7,0,,4.7,0.39,3.46,0.55,0.82,0.3,0.57,0.6,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Billy,Quarantillo,,177.8,155.0,177.8,Orthodox,1988-12-08,18,8,0,,7.44,0.54,5.83,0.42,1.47,0.24,0.61,1.0,http://ufcstats.com/fighter-details/aa171d55d4b5208f,,
UFC Fight Night: Gamrot vs. Salkilld,Kerry Hatley,Yadier del Valle,3.0,False,Featherweight,M,KO/TKO,Punch to Head At Distance,1,0:35,http://ufcstats.com/fight-details/06bfde3e3577906f,2026-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/495add4fbede0a44,Yadier del Valle,Darren Elkins,http://ufcstats.com/fighter-details/70380ccdc81915b8,http://ufcstats.com/fighter-details/92a9aa9c93192871,Yadier,del Valle,The Cuban Problem,175.26,145.0,175.26,Southpaw,1996-07-29,11,1,0,,4.05,0.6,2.16,0.55,1.23,0.42,0.58,2.0,http://ufcstats.com/fighter-details/70380ccdc81915b8,Darren,Elkins,The Damage,177.8,145.0,180.34,Orthodox,1984-05-16,29,13,0,,3.4,0.38,3.34,0.51,2.87,0.34,0.56,1.1,http://ufcstats.com/fighter-details/92a9aa9c93192871,,
UFC Fight Night: Gamrot vs. Salkilld,Chris Tognoni,Alexia Thainara,3.0,False,Women's Strawweight,F,Decision - Unanimous,Mike Bell 28 - 29. Ron McCarthy 28 - 29. Eric Colon 27 - 30.,3,5:00,http://ufcstats.com/fight-details/13f31f7a784013a3,2026-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/495add4fbede0a44,Alexia Thainara,Amanda Lemos,http://ufcstats.com/fighter-details/545092d13c67aa49,http://ufcstats.com/fighter-details/3df5493bb279226f,Alexia,Thainara,Burguesinha,162.56,115.0,170.18,Orthodox,1995-11-20,15,1,0,,4.62,0.43,2.46,0.59,4.54,0.57,1.0,1.8,http://ufcstats.com/fighter-details/545092d13c67aa49,Amanda,Lemos,,162.56,115.0,165.1,Southpaw,1987-05-22,15,7,1,,2.75,0.55,3.01,0.45,1.02,0.64,0.63,0.7,http://ufcstats.com/fighter-details/3df5493bb279226f,12.0,8.0
UFC Fight Night: Gamrot vs. Salkilld,Jason Herzog,Ty Miller,3.0,False,Welterweight,M,KO/TKO,Punches to Head At Distance,3,0:15,http://ufcstats.com/fight-details/f44ab9e9e4a89735,2026-08-08,Las Vegas,Nevada,USA,http://ufcstats.com/event-details/495add4fbede0a44,Ty Miller,Billy Ray Goff,http://ufcstats.com/fighter-details/0859524157a19045,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,Ty,Miller,Thriller,187.96,170.0,195.58,Orthodox,2000-06-04,8,0,0,1.0,7.16,0.38,4.65,0.64,0.0,0.0,0.75,0.0,http://ufcstats.com/fighter-details/0859524157a19045,Billy,Ray Goff,,177.8,170.0,182.88,Switch,1998-06-18,9,5,0,,7.51,0.46,5.02,0.59,1.75,0.16,0.66,0.0,http://ufcstats.com/fighter-details/fa07345cc9db5cc9,,
